管轄市町村名,避難先名称,避難種別,指定区分,指定場所,災害区分,土砂災害・浸水・津波浸水予測地域,風水害,津波,耐震性,備蓄の有無,備蓄品目,標高（m）,経度,緯度,発電機の有無,発動発電機（可搬型）,自家発電機,施設面積〈屋内〉（㎡）,施設面積〈屋外〉（㎡）,収容人数(避難所),収容人数(避難場所）,所在地,備考1
串本町,佐部集会所,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆☆☆,耐震　,,,13,135.85586,33.549926,,,,120,,40,40,串本町佐部320,
串本町,古座消防拠点施設,避難所を兼ねる避難場所,,,地震　,土砂災害予測地域　津波浸水予測地域,,,,,,4,135.827966,33.514861,,,,94,,31,31,串本町古座274-2,
串本町,古座小学校（２階以上）,避難所を兼ねる避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　,土砂災害予測地域　津波浸水予測地域,,,耐震　,,,13,135.826716,33.522089,,,,960,,320,,串本町中湊161,
串本町,古座集会所,避難所を兼ねる避難場所,,,地震　,土砂災害予測地域　津波浸水予測地域,,,耐震　,,,5,135.834643,33.516778,,,,91,,30,30,串本町古座348,
串本町,古座公民館,避難所を兼ねる避難場所,,津波避難目標地点,地震　津波　,,,☆☆☆,耐震　,,,8,135.826349,33.520508,,,,250,,83,83,串本町中湊65,
串本町,クラブハウス,避難所を兼ねる避難場所,,津波避難目標地点,洪水　崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆☆☆,耐震　,,,40,135.785125,33.483432,,,,265,,88,88,串本町サンゴ台1060-42,
串本町,串本町立文化センター,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　,津波浸水予測地域,☆☆☆,,耐震　,,,3,135.78403,33.472497,,,,631,,210,210,串本町串本2427,
串本町,串本小学校（体育館）,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　津波浸水予測地域,☆,,耐震　,,,6,135.777259,33.470462,,,,472,,157,157,串本町串本776,
串本町,串本古座高校古座校舎体育館,避難所を兼ねる避難場所,,津波避難目標地点,地震　津波　,土砂災害予測地域　,,☆☆☆,耐震　,○,,9,135.828096,33.523117,,,,1759,,586,586,串本町中湊377,
串本町,串本古座高校串本校舎体育館,避難所を兼ねる避難場所,,津波避難目標地点,地震　津波　,土砂災害予測地域　,,☆☆☆,耐震　,○,アルファ米、間仕切り,13,135.779418,33.461408,,,,1908,,636,636,串本町串本1522,
串本町,旧養春小学校,避難所を兼ねる避難場所,,,洪水　地震　,土砂災害予測地域　津波浸水予測地域,☆☆☆,,耐震　,○,アルファ米、保存水、毛布,4,135.800662,33.501105,,,,1290,,430,430,串本町姫27,
串本町,神野川会館,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　,津波浸水予測地域,,,,,,5,135.817538,33.514382,,,,54,,18,18,串本町西向22-1,
串本町,上田原生活改善センター,避難所を兼ねる避難場所,,,地震　津波　,浸水予測地域　,,☆☆☆,,,,10,135.869722,33.561047,,,,112,,37,37,串本町上田原867-1,
串本町,大水崎会館,避難所を兼ねる避難場所,,,地震　,津波浸水予測地域,,,耐震　,,,5,135.785676,33.479144,,,,87,,29,29,串本町串本2075,
串本町,江田多目的集会所,避難所を兼ねる避難場所,,,洪水　地震　,津波浸水予測地域,,,耐震　,,,4,135.700226,33.494829,,,,136,,45,45,串本町江田91-1,
串本町,安指会館,避難所を兼ねる避難場所,,,洪水　地震　,津波浸水予測地域,,,耐震　,,,5,135.669554,33.492159,,,,110,,37,37,串本町和深2720-5,
串本町,古座あさかぜ園,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　津波　,,☆☆☆,☆☆☆,,,,9,135.869747,33.555816,,,,264,,26,26,串本町上田原1237,
串本町,古座漁村センター,避難所を兼ねる避難場所,,,洪水　地震　,土砂災害予測地域　津波浸水予測地域,☆☆☆,,耐震　,,,4,135.827361,33.516771,,,,609,,203,203,串本町古座164-1,
串本町,田原区民会館,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　地震　,津波浸水予測地域,☆☆☆,,耐震　,○,ブルーシート,4,135.869058,33.536818,,,,70,,23,23,串本町田原540,
串本町,津荷集会所,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　,津波浸水予測地域,☆☆☆,,耐震　,○,無線機、アルファ米、保存水、毛布,4,135.840727,33.519891,,,,198,,66,66,串本町津荷376,
串本町,紀伊大島開発総合センター,避難所を兼ねる避難場所,,,地震　,土砂災害予測地域　津波浸水予測地域,☆,,耐震　,○,無線機、毛布,3,135.801885,33.472214,,,,563,,188,188,串本町大島8-10,
串本町,ふれあいの家,避難所を兼ねる避難場所,,津波避難目標地点,洪水　崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆☆☆,耐震　,,,57,135.781224,33.449703,,,,79,,26,26,串本町出雲1614-1,
串本町,有田公民館,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆☆☆,,耐震　,○,無線機、毛布,4,135.736989,33.48652,,,,361,,120,120,串本町有田630,
串本町,田並公民館,避難所を兼ねる避難場所,,震災時は校舎2階以上,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆☆☆,,耐震　,○,毛布,5,135.715505,33.485897,,,,415,,138,138,串本町田並910,
串本町,和深総合センター,避難所を兼ねる避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆☆☆,耐震　,○,アルファ米、無線機、保存水,39,135.651756,33.501904,,,,809,,270,270,串本町和深689,
串本町,ふわり,福祉避難所,指定福祉避難所,,崖崩れ・土石流及び地滑り　地震　津波　,,,,,,,,135.834488,33.515888,,,,,,25,25,串本町上野山143-1,
串本町,古座あさかぜ園,福祉避難所,指定福祉避難所,,洪水　崖崩れ・土石流及び地滑り　地震　,,,☆☆☆,,,,,135.869166,33.556315,,,,,,36,36,串本町上田原1237,
